The Little Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",157993,4.28,738757,"['fantasy', 'young-adult', 'children']","['170448', '18144590', '485894', '40961427', '18135', '2165', '5297', '1885', '5107', '39988', '49552', '4671', '6310', '1934', '3', '2998', '13079982', '6324090']","Moral allegory and spiritual autobiography, The Little Prince is the most translated book in the French language. With a timeless charm it tells the story of a little boy who leaves the safety of his own tiny planet to travel the universe, learning the vagaries of adult behaviour through a series of extraordinary encounters. His personal odyssey culminates in a voyage to Earth and further adventures."
The Glass Castle,Jeannette Walls,7445,4.24,621099,"['historical', 'fiction', 'adult']","['12262741', '252577', '19501', '4667024', '43641', '35133922', '1617', '1845', '6900', '9418327', '8664353', '6493208', '242006', '36809135', '20910157', '12232938', '17851885', '13214']","A tender, moving tale of unconditional love in a family that, despite its profound flaws, gave the author the fiery determination to carve out a successful life on her own terms.Jeannette Walls grew up with parents whose ideals and stubborn nonconformity were both their curse and their salvation. Rex and Rose Mary Walls had four children. In the beginning, they lived like nomads, moving among Southwest desert towns, camping in the mountains. Rex was a charismatic, brilliant man who, when sober, captured his children's imagination, teaching them physics, geology, and above all, how to embrace life fearlessly. Rose Mary, who painted and wrote and couldn't stand the responsibility of providing for her family, called herself an ""excitement addict."" Cooking a meal that would be consumed in fifteen minutes had no appeal when she could make a painting that might last forever. Later, when the money ran out, or the romance of the wandering life faded, the Walls retreated to the dismal West Virginia mining town -- and the family -- Rex Walls had done everything he could to escape. He drank. He stole the grocery money and disappeared for days. As the dysfunction of the family escalated, Jeannette and her brother and sisters had to fend for themselves, supporting one another as they weathered their parents' betrayals and, finally, found the resources and will to leave home. What is so astonishing about Jeannette Walls is not just that she had the guts and tenacity and intelligence to get out, but that she describes her parents with such deep affection and generosity. Hers is a story of triumph against all odds, but also a tender, moving tale of unconditional love in a family that despite its profound flaws gave her the fiery determination to carve out a successful life on her own terms. For two decades, Jeannette Walls hid her roots. Now she tells her own story."
Into the Wild,Jon Krakauer,1845,3.94,647684,"['action', 'historical', 'fiction']","['12262741', '8664353', '6545608', '19501', '1617', '48855', '9418327', '401514', '7445', '17851885', '6493208', '10884', '252577', '9791', '11084145', '6900', '2203', '18600']","Librarian's Note: An alternate cover edition can be found hereIn April, 1992, a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, a party of moose hunters found his decomposed body. How McCandless came to die is the unforgettable story of Into the Wild.Immediately after graduating from college in 1991, McCandless had roamed through the West and Southwest on a vision quest like those made by his heroes Jack London and John Muir. In the Mojave Desert he abandoned his car, stripped it of its license plates, and burned all of his cash. He would give himself a new name, Alexander Supertramp, and, unencumbered by money and belongings, he would be free to wallow in the raw, unfiltered experiences that nature presented. Craving a blank spot on the map, McCandless simply threw away the maps. Leaving behind his desperate parents and sister, he vanished into the wild."
A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1953,3.81,637412,"['historical', 'young-adult', 'fiction']","['12296', '2956', '24583', '6185', '10210', '7126', '14935', '24280', '18135', '1934', '6969', '1885', '1420', '890', '35031085', '1381', '7144', '8852']","After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine."
The Giving Tree,Shel Silverstein,370493,4.38,702332,"['young-adult', 'fiction', 'children']","['19543', '23772', '24178', '233093', '6871646', '4948', '231850', '767680', '32929', '191139', '310259', '39988', '113946', '7784', '147732', '389627', '766020', '90072']","""Once there was a tree...and she loved a little boy.""So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein.Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave.This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return."
A Time to Kill,John Grisham,32542,4.03,597775,"['thriller', 'fiction', 'mystery']","['5358', '13145', '7869', '19691', '142750', '23807', '13148', '2373', '960', '13137', '976', '540020', '40612032', '1432640', '32682', '2429135', '11125', '6534']","Librarian's Note: Alternate-cover edition for ISBN 0385338600 / 9780385338608Before The Firm and The Pelican Brief made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence...as he delivers a compelling tale of uncertain justice in a small southern town...Clanton, Mississippi. The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town reacts with shock and horror at the inhuman crime. Until her black father acquires an assault rifle and takes matters into his hands.For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life...and then his own."
Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",1617,4.3,691231,"['historical', 'young-adult', 'fiction']","['2657', '48855', '1845', '3636', '4671', '7445', '8664353', '890', '231804', '252577', '6900', '17851885', '9418327', '5107', '6493208', '18135', '7624', '10883']","Born in the town of Sighet, Transylvania, Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. Night is the terrifying record of Elie Wiesel's memories of the death of his family, the death of his own innocence, and his despair as a deeply observant Jew confronting the absolute evil of man. This new translation by his wife and most frequent translator, Marion Wiesel, corrects important details and presents the most accurate rendering in English of Elie Wiesel's testimony to what happened in the camps and of his unforgettable message that this horror must simply never be allowed to happen again."
Paper Towns,John Green,6442769,3.88,461311,"['action', 'young-adult', 'fiction']","['22628', '15745753', '29844228', '13335037', '4374400', '18692431', '18460392', '6186357', '15749186', '2767052', '16068905', '17347634', '6148028', '41865', '3636', '10507293', '7260188', '28187']","Who is the real Margo?Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his life—dressed like a ninja and summoning him for an ingenious campaign of revenge—he follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues—and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees the girl he thought he knew..."
The Princess Bride ,William Goldman,21787,4.25,628637,"['young-adult', 'fiction', 'sci-fi']","['34', '113436', '5907', '100915', '28187', '12067', '27712', '119322', '17157681', '16793', '41865', '3', '707848', '33574273', '36043601', '28194', '13496', '21412202']","What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitation, and only the ""good parts"" reached his ears.Now Goldman does Dad one better. He's reconstructed the ""Good Parts Version"" to delight wise kids and wide-eyed grownups everywhere.What's it about? Fencing. Fighting. True Love. Strong Hate. Harsh Revenge. A Few Giants. Lots of Bad Men. Lots of Good Men. Five or Six Beautiful Women. Beasties Monstrous and Gentle. Some Swell Escapes and Captures. Death, Lies, Truth, Miracles, and a Little Sex.In short, it's about everything."
The Outsiders,S.E. Hinton,231804,4.06,659248,"['young-adult', 'fiction', 'children']","['3636', '38709', '890', '18135', '2657', '6186357', '28187', '2767052', '50', '6442769', '11387515', '11870085', '13335037', '22628', '4671', '47281', '1617', '7624']","The Outsiders is about two weeks in the life of a 14-year-old boy. The novel tells the story of Ponyboy Curtis and his struggles with right and wrong in a society in which he believes that he is an outsider. According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back. Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his bifurcated world to crumble and teaching him that pain feels the same whether a soc or a greaser.Librarian note: This record is for one of the three editions published with different covers and with ISBN 0-140-38572-X / 978-0-14-038572-4. The records are for the 1988 cover (this record), the 1995 cover, and the 2008 cover which is also the current in-print cover."
"The Maze Runner (Maze Runner, #1)",James Dashner,6186357,4.02,719925,"['young-adult', 'fiction', 'sci-fi']","['25987085', '13335037', '23452896', '2767052', '28187', '6148028', '7260188', '11735983', '18469079', '3636', '11870085', '6442769', '256683', '22537313', '17623910', '3', '16101128', '41865']","There are alternate cover editions for this ASIN here and here.If you ain’t scared, you ain’t human. When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone. Nice to meet ya, shank. Welcome to the Glade. Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive. Everything is going to change. Then a girl arrives. The first girl ever. And the message she delivers is terrifying. Remember. Survive. Run."
The Secret Garden,Frances Hodgson Burnett,2998,4.12,639357,"['young-adult', 'fiction', 'children']","['8127', '39988', '24178', '6689', '6310', '233093', '1934', '6319', '157993', '100915', '19543', '23772', '370493', '6324090', '6327', '236093', '99107', '4948']","""One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911.  The plot centers round Mary Lennox, a young English girl who returns to England from India, having suffered the immense trauma by losing both her parents in a cholera epidemic. However, her memories of her parents are not pleasant, as they were a selfish, neglectful and pleasure-seeking couple. Mary is given to the care of her uncle Archibald Craven, whom she has never met. She travels to his home, Misselthwaite Manor located in the gloomy Yorkshire, a vast change from the sunny and warm climate she was used to. When she arrives, she is a rude, stubborn and given to stormy temper tantrums. However, her nature undergoes a gradual transformation when she learns of the tragedies that have befallen her strict and disciplinarian uncle whom she earlier feared and despised. Once when he's away from home, Mary discovers a charming walled garden which is always kept locked. The mystery deepens when she hears sounds of sobbing from somewhere within her uncle's vast mansion. The kindly servants ignore her queries or pretend they haven't heard, spiking Mary's curiosity.  The Secret Garden appeals to both young and old alike. It has wonderful elements of mystery, spirituality, charming characters and an authentic rendering of childhood emotions and experiences. Commonsense, truth and kindness, compassion and a belief in the essential goodness of human beings lie at the heart of this unforgettable story. It is the best known of Frances Hodgson Burnett's works, though most of us have definitely heard of, if not read, her other novel Little Lord Fauntleroy.  The book has been adapted extensively on stage, film and television and translated into all the world's major languages. In 1991, a Japanese anime version was launched for television in Japan. It remains a popular and beloved story of a child's journey into maturity, and a must-read for every child, parent, teacher and anyone who would enjoy this fascinating glimpse of childhood. One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911."" "
One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",320,4.04,490565,"['historical', 'fiction', 'adult']","['485894', '49552', '9717', '7144', '157993', '2165', '7604', '9328', '40495148', '5297', '40961427', '170448', '52036', '343', '117833', '18144590', '5107', '38787']","The brilliant, bestselling, landmark novel that tells the story of the Buendia family, and chronicles the irreconcilable conflict between the desire for solitude and the need for love—in rich, imaginative prose that has come to define an entire genre known as ""magical realism."""
The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",5297,4.06,590014,"['fantasy', 'horror', 'fiction']","['35031085', '157993', '6185', '485894', '170448', '40961427', '4671', '10210', '5107', '7144', '2165', '1885', '49552', '7604', '18135', '17245', '51496', '890']","Written in his distinctively dazzling manner, Oscar Wilde’s story of a fashionable young man who sells his soul for eternal youth and beauty is the author’s most popular work. The tale of Dorian Gray’s moral disintegration caused a scandal when it ﬁrst appeared in 1890, but though Wilde was attacked for the novel’s corrupting inﬂuence, he responded that there is, in fact, “a terrible moral in Dorian Gray.” Just a few years later, the book and the aesthetic/moral dilemma it presented became issues in the trials occasioned by Wilde’s homosexual liaisons, which resulted in his imprisonment. Of Dorian Gray’s relationship to autobiography, Wilde noted in a letter, “Basil Hallward is what I think I am: Lord Henry what the world thinks me: Dorian what I would like to be—in other ages, perhaps."
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,13536860,3.88,387290,"['fiction', 'women', 'adult']","['1162543', '428263', '49041', '20448515', '15731779', '14622962', '25955362', '17876893', '35545737', '42433161', '41865', '11505797', '12399371', '10140661', '17876897', '33648131', '16140036', '16102004']","When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christian’s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.Now, Ana and Christian have it all—love, passion, intimacy, wealth, and a world of possibilities for their future. But Ana knows that loving her Fifty Shades will not be easy, and that being together will pose challenges that neither of them would anticipate. Ana must somehow learn to share Christian’s opulent lifestyle without sacrificing her own identity. And Christian must overcome his compulsion to control as he wrestles with the demons of a tormented past.Just when it seems that their strength together will eclipse any obstacle, misfortune, malice, and fate conspire to make Ana’s deepest fears turn to reality.This book is intended for mature audiences."
Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",17245,3.98,618973,"['fantasy', 'horror', 'fiction']","['11588', '35031085', '830502', '10592', '43763', '32559', '51496', '5297', '179780', '33124137', '6185', '5907', '11590', '23807', '10614', '18135', '40961427', '10210']","You can find an alternative cover edition for this ISBN here and here.A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijkstra, Stephen D. Arata, and Talia Schaffer.A Chronology and a Selected Bibliography are included."
"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",5060378,4.22,563994,"['thriller', 'fiction', 'mystery']","['968', '18248517', '6411961', '40857701', '22557272', '960', '19288043', '17212231', '4667024', '11125', '43641', '976', '7260188', '77203', '23807', '6148028', '12232938', '929']","Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the two reporters responsible for the article are murdered, and the fingerprints found on the murder weapon belong to his friend, the troubled genius hacker Lisbeth Salander. Blomkvist, convinced of Salander’s innocence, plunges into an investigation. Meanwhile, Salander herself is drawn into a murderous game of cat and mouse, which forces her to face her dark past.From the Trade Paperback edition."
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,11857408,3.87,552059,"['fiction', 'young-adult', 'romance']","['1162543', '49041', '428263', '20448515', '14622962', '15731779', '25955362', '40942522', '35545737', '41865', '17876893', '11505797', '12399371', '33648131', '42433161', '5526', '1656001', '16140036']","Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house. But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Anastasia cannot resist. They rekindle their searing sensual affair, and Anastasia learns more about the harrowing past of her damaged, driven, and demanding Fifty Shades. While Christian wrestles with his inner demons, Anastasia must confront her anger and envy of the women who came before her and make the most important decision of her life. Erotic, sparkling and suspenseful, Fifty Shades Darker is the irresistibly addictive second part of the Fifty Shades trilogy."
The Poisonwood Bible,Barbara Kingsolver,7244,4.02,546502,"['historical', 'fiction', 'adult']","['37435', '4989', '77203', '43641', '929', '4667024', '4214', '128029', '2187', '5203', '18143977', '10920', '4687', '12232938', '7763', '18619684', '137791', '40873273']","The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa."
Me Talk Pretty One Day,David Sedaris,4137,3.97,495736,"['historical', 'fiction', 'adult']","['9418327', '10335308', '386162', '242006', '20910157', '61115', '53348614', '4135', '30268522', '12067', '19501', '17571564', '53158917', '4953', '7821447', '706', '9791', '12357']","David Sedaris' move to Paris from New York inspired these hilarious pieces, including the title essay, about his attempts to learn French from a sadistic teacher who declares that every day spent with you is like having a caesarean section. His family is another inspiration. You Can't Kill the Rooster is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails."
Where the Wild Things Are,Maurice Sendak,19543,4.22,620618,"['fantasy', 'fiction', 'children']","['370493', '24178', '23772', '233093', '4948', '32929', '6871646', '191139', '231850', '39988', '30119', '90072', '113946', '7784', '767680', '310258', '389627', '474858']","Max, a wild and naughty boy, is sent to bed without his supper by his exhausted mother. In his room, he imagines sailing far away to a land of Wild Things. Instead of eating him, the Wild Things make Max their king."
The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",7126,4.21,555822,"['action', 'historical', 'fiction']","['24280', '1953', '24583', '7144', '2623', '5297', '15823480', '2956', '1381', '1934', '2165', '6185', '12296', '10210', '14935', '17245', '157993', '1885']","Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumas’ epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.Robin Buss’s lively English translation is complete and unabridged, and remains faithful to the style of Dumas’s original. This edition includes an introduction, explanatory notes and suggestions for further reading."
The Road,Cormac McCarthy,6288,3.95,504793,"['horror', 'fiction', 'sci-fi']","['4981', '5129', '36236124', '13079982', '890', '40961427', '5107', '28676', '41817486', '8908', '4214', '168668', '7624', '332613', '170448', '567678', '1618', '2165']","A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation."
"Allegiant (Divergent, #3)",Veronica Roth,18710190,3.63,463257,"['sci-fi', 'young-adult', 'fiction']","['7260188', '6148028', '7631105', '6186357', '49041', '1162543', '428263', '7864437', '18469079', '2767052', '1582996', '16248068', '3777732', '6752378', '18635016', '8755776', '6442769', '28186']","The faction-based society that Tris Prior once believed in is shattered - fractured by violence and power struggles and scarred by loss and betrayal. So when offered a chance to explore the world past the limits she's known, Tris is ready. Perhaps beyond the fence, she and Tobias will find a simple new life together, free from complicated lies, tangled loyalties, and painful memories.But Tris's new reality is even more alarming than the one she left behind. Old discoveries are quickly rendered meaningless. Explosive new truths change the hearts of those she loves. And once again, Tris must battle to comprehend to complexities of human nature - and of herself - while facing impossible choices about courage, allegiance, sacrifice, and love.Told from a riveting dual perspective, ALLEGIANT, by #1 New York Times best-selling author Veronica Roth, brings the DIVERGENT series to a powerful conclusion while revealing the secrets of the dystopian world that has captivated millions of readers in DIVERGENT and INSURGENT."
Bossypants,Tina Fey,9418327,3.94,506250,"['historical', 'adult', 'women']","['20910157', '40645426', '10335308', '4137', '43619901', '2203', '8664353', '12868761', '17571564', '30268522', '19501', '29780253', '48855', '6493208', '48847096', '8683812', '11084145', '1845']","Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.She has seen both these dreams come true.At last, Tina Fey's story can be told. From her youthful days as a vicious nerd to her tour of duty on Saturday Night Live; from her passionately halfhearted pursuit of physical beauty to her life as a mother eating things off the floor; from her one-sided college romance to her nearly fatal honeymoon—from the beginning of this paragraph to this final sentence.Tina Fey reveals all, and proves what we've all suspected: you're no one until someone calls you bossy."
A Walk to Remember,Nicholas Sparks,3473,4.15,546948,"['adult', 'drama', 'romance']","['12399371', '8361959', '15862240', '10818853', '41865', '11870085', '17347634', '7965909', '43483577', '18619684', '11857408', '15749186', '20582078', '49041', '428263', '3609760', '452306', '13536860']","A high school rebel and a minister's daughter find strength in each other in this star-crossed tale of ""young but everlasting love"" (Chicago Sun-Times).There was a time when the world was sweeter....when the women in Beaufort, North Carolina, wore dresses, and the men donned hats.... Every April, when the wind smells of both the sea and lilacs, Landon Carter remembers 1958, his last year at Beaufort High. Landon had dated a girl or two, and even once sworn that he'd been in love. Certainly the last person he thought he'd fall for was Jamie, the shy, almost ethereal daughter of the town's Baptist minister....Jamie, who was destined to show him the depths of the human heart-and the joy and pain of living. The inspiration for this novel came from Nicholas Sparks's sister: her life and her courage. From the internationally bestselling author Nicholas Sparks, comes his most moving story yet...."
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,9416,3.61,543658,"['women', 'young-adult', 'romance']","['5139', '227443', '42156', '227941', '228333', '366522', '33648131', '129645', '10818853', '14758', '14748', '452306', '17347634', '31101', '426775', '9301', '42149', '2120652']","Becky Bloomwood has a fabulous flat in London’s trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season’s must-haves. The only trouble is, she can’t actually afford it—not any of it. Her job writing at Successful Saving magazine not only bores her to tears, it doesn’t pay much at all. And lately Becky’s been chased by dismal letters from the bank—letters with large red sums she can’t bear to read. She tries cutting back. But none of her efforts succeeds. Her only consolation is to buy herself something . . . just a little something. Finally a story arises that Becky actually cares about, and her front-page article catalyzes a chain of events that will transform her life—and the lives of those around her—forever."
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,10572,4.4,523303,"['sci-fi', 'fantasy', 'fiction']","['15241', '18512', '33', '50537798', '18337259', '5', '15881', '6', '1', '34', '5907', '1215032', '2', '186074', '40603587', '68428', '13501', '7332']","A comet the color of blood and flame cuts across the sky. Two great leaders—Lord Eddard Stark and Robert Baratheon—who hold sway over an age of enforced peace are dead, victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns. Six factions struggle for control of a divided land and the Iron Throne of the Seven Kingdoms, preparing to stake their claims through tempest, turmoil, and war. It is a tale in which brother plots against brother and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous sorceress; and wild men descend from the Mountains of the Moon to ravage the countryside. Against a backdrop of incest and fratricide, alchemy and murder, victory may go to the men and women possessed of the coldest steel...and the coldest hearts. For when kings clash, the whole land trembles.Here is the second volume in George R.R. Martin magnificent cycle of novels that includes A Game of Thrones and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R.R. Martin stunning series is destined to stand as one of the great achievements of imaginative fiction."
The Memory Keeper's Daughter,Kim Edwards,10441,3.64,501430,"['drama', 'adult', 'fiction']","['10917', '37435', '137791', '12232938', '43641', '7763', '18619684', '4667024', '5168', '5203', '1241', '31685789', '556602', '929', '14864', '77203', '7445', '128029']","On a winter night in 1964, Dr. David Henry is forced by a blizzard to deliver his own twins. His son, born first, is perfectly healthy. Yet when his daughter is born, he sees immediately that she has Down's Syndrome. Rationalizing it as a need to protect Norah, his wife, he makes a split-second decision that will alter all of their lives forever. He asks his nurse to take the baby away to an institution and never to reveal the secret. But Caroline, the nurse, cannot leave the infant. Instead, she disappears into another city to raise the child herself. So begins this story that unfolds over a quarter of a century - in which these two families, ignorant of each other, are yet bound by the fateful decision made that long-ago winter night. Norah Henry, who knows only that her daughter died at birth, remains inconsolable; her grief weighs heavily on their marriage. And Paul, their son, raises himself as best he can, in a house grown cold with mourning. Meanwhile, Phoebe, the lost daughter, grows from a sunny child to a vibrant young woman whose mother loves her as fiercely as if she were her own."
"Me Before You (Me Before You, #1)",Jojo Moyes,15507958,4.27,587647,"['women', 'fiction', 'romance']","['33648131', '11870085', '10818853', '41865', '35545737', '22557272', '6442769', '19288043', '15749186', '5139', '18619684', '12399371', '10917', '366522', '4667024', '15745753', '9416', '5526']","Discover the love story that captured over 20 million hearts in Me Before You, After You, and Still Me.They had nothing in common until love gave them everything to lose . . .Louisa Clark is an ordinary girl living an exceedingly ordinary life—steady boyfriend, close family—who has barely been farther afield than their tiny village. She takes a badly needed job working for ex–Master of the Universe Will Traynor, who is wheelchair bound after an accident. Will has always lived a huge life—big deals, extreme sports, worldwide travel—and now he’s pretty sure he cannot live the way he is.Will is acerbic, moody, bossy—but Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.A Love Story for this generation and perfect for fans of John Green’s The Fault in Our Stars, Me Before You brings to life two people who couldn’t have less in common—a heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?"
Catch-22,Joseph Heller,168668,3.98,563265,"['historical', 'adult', 'fiction']","['4981', '5107', '5129', '40961427', '386162', '18114322', '13079982', '890', '170448', '4671', '332613', '41817486', '7624', '2657', '2165', '4214', '6288', '135479']","The novel is set during World War II, from 1942 to 1944. It mainly follows the life of Captain John Yossarian, a U.S. Army Air Forces B-25 bombardier. Most of the events in the book occur while the fictional 256th Squadron is based on the island of Pianosa, in the Mediterranean Sea, west of Italy. The novel looks into the experiences of Yossarian and the other airmen in the camp, who attempt to maintain their sanity while fulfilling their service requirements so that they may return home."
Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",6900,4.06,556518,"['historical', 'fiction', 'philosophy']","['19501', '40611510', '252577', '7445', '60748', '1845', '1617', '12262741', '12691', '49436', '18144590', '25899336', '13214', '4667024', '48855', '77203', '13912', '1898']","Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live."
