Lucky,Sebold Alice,Alice Sebold,this Sebold Alice,an Alice Sebold,attacker,grit,coincidence,,,,,,,,
To the Lighthouse,Ramsay Skye,Skye Isle,Isle Woolf,The Ramsay Skye,the Skye Isle,a Isle Woolf,serene,lighthouse,examination,Ramsay,Skye,Isle,,,
Five Point Someone,IIT Hari and Ryan,Hari and Ryan GPA,GPA Hari,This IIT Hari and Ryan,these Hari and Ryan GPA,a GPA Hari,quiz,tattoo,system,IIT,Hari and Ryan,GPA,,,
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Anita Louis,Louis Blake,Blake ??the Anita Louis,a Louis Blake,the Blake ??Anita,Louis,Blake,,,,,,,,
I Am the Messenger,Doorman,Audrey,Doorman Ed,Ed Audrey,Audrey Kennedy,an Doorman Ed,the Ed Audrey,a Audrey Kennedy,an Doorman,the Ed,a Audrey,incompetence,ace,bank,
Far from the Madding Crowd,Crowd Wessex,Wessex Troy,Troy Hardy,Each Crowd Wessex,an Wessex Troy,The Troy Hardy,shepherd,county,courtship,,,,,,
House of Leaves,Leaves Karen,Karen Internet,Internet Tree,No Leaves Karen,those Karen Internet,another Internet Tree,Leaves,Karen,Internet,photojournalist,impossibility,heap,,,
Sycamore Row,Hubbard Brigance,Brigance Row,Row Had,all Hubbard Brigance,no Brigance Row,an Row Had,all Hubbard,no Brigance,an Row,lung,chemotherapy,Sycamore,,,
"Awakened (House of Night, #8)",Vampyre Rephaim,Rephaim Tulsa,Tulsa Rae,no Vampyre Rephaim,The Rephaim Tulsa,the Tulsa Rae,Vampyre,Rephaim,Tulsa,,,,,,
"Life As We Knew It (Last Survivors, #1)",Miranda Arctic,Arctic ????Miranda,all Miranda Arctic,this Arctic ??an ??Miranda,meteor,disbelief,retreat,Miranda,Arctic,,,,,,
The Longest Ride,Levinson Ira,Ira Wake,Wake Sophia,a Levinson Ira,the Ira Wake,an Wake Sophia,rodeo,frat,loom,Levinson,Ira,Wake,,,
Tao Te Ching,Lao Tsu,Tsu Nature,Nature Tao,any Lao Tsu,each Tsu Nature,This Nature Tao,any Lao except Tsu,each Tsu without Nature,This Nature if Tao,payment,virtue,clarity,,,
"Kane and Abel (Kane and Abel, #1)",Abel Kane,Kane Abel,These Abel Kane,both Kane Abel,relentless,triumph,empire,,,,,,,,
Change of Heart,Nealon Shay,Shay Bourne,Bourne Jodi,no Nealon Shay,The Shay Bourne,this Bourne Jodi,heartbeat,salvation,laughter,Nealon,Shay,Bourne,,,
Dry,Augusten Loud,Loud Downey,Downey Burroughs,all Augusten Loud,that Loud Downey,the Downey Burroughs,fluorescent,lighting,drain,,,,,,
Sam's Letters to Jennifer,Jennifer Jennifer,the Jennifer Jennifer,resort,grandmother,meaning,Jennifer,,,,,,,,,
"Grey (Fifty Shades, #4)",Steele E,E Anastasia,Anastasia Fifty,any Steele E,every E Anastasia,This Anastasia Fifty,penthouse,compulsion,tangle,Steele,Anastasia,,,,
Dune Messiah (Dune Chronicles #2),Messiah Galaxy,Galaxy Dune,Dune Magazine,a Messiah Galaxy,the Galaxy Dune,a Dune Magazine,Messiah,Galaxy,Dune,scheme,heir,bit,,,
The Great Divorce,Divorce,Lewis,Hell,Divorce Lewis,Lewis Hell,Hell Heaven,some Divorce Lewis,this Lewis Hell,an Hell Heaven,some Divorce through Lewis,this Lewis In Hell,an Hell about Heaven,Signature,allegory,heaven
Little Earthquakes,Shoes Her,Her Times,Times York,the Shoes Her,a Her Times,the Times York,motherhood,background,friendship,Shoes,Her,Times,,,
The Complete Fairy Tales,Andersen Studio,Studio Domain,Domain TIME,This Andersen Studio,a Studio Domain,the Domain TIME,audiobook,express,virtue,Andersen,Studio,Domain,,,
"Maybe Someday (Maybe, #1)",Hoover Ridge,Ridge Colleen,Colleen Peterson,this Hoover Ridge,an Ridge Colleen,The Colleen Peterson,balcony,soundtrack,betrayal??Hoover,Ridge,Colleen,,,,
Mr. Maybe,AMEX Libby,Libby Writer,Writer Ed,those AMEX Libby,no Libby Writer,A Writer Ed,publicist,deliberation,sack,AMEX,Libby,Writer,,,
"Anne of the Island (Anne of Green Gables, #3)",Redmond Avonlea,Avonlea Philippa,Philippa Shirley,an Redmond Avonlea,a Avonlea Philippa,the Philippa Shirley,proposal,imaginable,sale,Redmond,Avonlea,Philippa,,,
Thus Spoke Zarathustra,Spoke Zarathustra,Zarathustra Friedrich,Friedrich Superman,the Spoke Zarathustra,a Zarathustra Friedrich,the Friedrich Superman,the Spoke of Zarathustra,a Zarathustra in Friedrich,the Friedrich of Superman,phrase,definition,concept,,,
North and South,Gaskell Initially,Initially Thornton,Thornton Hale,This Gaskell Initially,the Initially Thornton,a Thornton Hale,ugliness,mill,opposition,Gaskell,Initially,Thornton,,,
A Stolen Life,Jaycee Dugard,Dugard Garrido,Garrido Craig,both Jaycee Dugard,an Dugard Garrido,the Garrido Craig,kidnapper,identification,behaviour,,,,,,
"The Immortals of Meluha (Shiva Trilogy, #1)",Suryavanshi Chandravanshis,Chandravanshis Civilisation,Civilisation Meluha,This Suryavanshi Chandravanshis,all Chandravanshis Civilisation,that Civilisation Meluha,monarchs,east,extinction,Suryavanshi,Chandravanshis,Civilisation,,,
"The Lost World (Jurassic Park, #2)",Jurassic Park,Park Jurassic,the Jurassic Park,a Park Jurassic,Jurassic,Park,park,disaster,imagination,,,,,,
"Requiem (Delirium, #3)",Wilds Invalids,Invalids Requiem,Requiem Pandemonium,both Wilds Invalids,an Invalids Requiem,the Requiem Pandemonium,Wilds,Invalids,Requiem,,,,,,
"A Crown of Swords (Wheel of Time, #7)",Wheel Ages,Ages Dragon,Dragon Time,The Wheel Ages,the Ages Dragon,The Dragon Time,Wheel,Ages,Dragon,ride,time,,,,
Aesop's Fables,,,,,,,,,,,,,,,
"Blood Meridian, or the Evening Redness in the West",Meridian Kid,Kid Wild,Wild Blood,an Meridian Kid,the Kid Wild,a Wild Blood,Meridian,Kid,Wild,expansion,border,mythology,,,
"Finale (Hush, Hush, #4)",Patch Nephilim,Nephilim Hank,Hank Nora,this Patch Nephilim,that Nephilim Hank,the Hank Nora,Patch,Nephilim,Hank,,,,,,
Skeleton Crew,Shortcut Gramma,Gramma Gremlins,Gremlins Flap,these Shortcut Gramma,some Gramma Gremlins,The Gremlins Flap,Shortcut,Gramma,Gremlins,whimsy,iconography,Bullet,,,
Lullaby,Sudden Syndrome,Syndrome African,African Chuck,every Sudden Syndrome,this Syndrome African,an African Chuck,Sudden,Syndrome,African,rude,poem,feature,,,
"Vampire Knight, Vol. 1 (Vampire Knight, #1)",Adademy Kiryu,Kiryu Class,Class Yuki,no Adademy Kiryu,the Kiryu Class,a Class Yuki,Adademy,Kiryu,Class,,,,,,
"Summer Knight (The Dresden Files, #4)",EntertainmentEver,DRESDEN,Purses,EntertainmentEver DRESDEN,DRESDEN Purses,Purses Advice,No EntertainmentEver DRESDEN,any DRESDEN Purses,this Purses Advice,No EntertainmentEver,any DRESDEN,this Purses,godmother,faerie,rent
"Dragonflight (Dragonriders of Pern, #1)",Lessa Benden,Benden Weyr,Weyr Thread,these Lessa Benden,those Benden Weyr,an Weyr Thread,Lessa,Benden,Weyr,substance,birthright,rain,,,
Ugly Love,Miles Tate,Tate Collins,Collins Archer,an Miles Tate,The Tate Collins,that Collins Archer,airline,arrangement,pilot,Miles,Tate,Collins,,,
"Chocolat (Chocolat, #1)",Chocolat Vianne,Vianne Lansquenet,Lansquenet Mayle,Each Chocolat Vianne,every Vianne Lansquenet,any Lansquenet Mayle,escapist,buyer,chocolate,Chocolat,Vianne,Lansquenet,,,
The Amityville Horror,Lutz Exorcist,Exorcist Terror,Terror Ronald,The Lutz Exorcist,an Exorcist Terror,the Terror Ronald,Lutz,Exorcist,Terror,difference,detail,suspense,,,
The English Patient,Kip Ondaatje,Ondaatje Caravaggio,Caravaggio Hana,each Kip Ondaatje,an Ondaatje Caravaggio,this Caravaggio Hana,intersection,villa,illuminate,Kip,Ondaatje,Caravaggio,,,
"Gabriel's Rapture (Gabriel's Inferno, #2)",Inferno Reynard,Reynard Italy,Italy Gabriel,an Inferno Reynard,the Reynard Italy,a Italy Gabriel,Rapture,administration,university,Inferno,Reynard,Italy,,,
Dubliners,Irish Ireland,Ireland Irish,Each Irish Ireland,This Ireland Irish,nation,portrait,century,,,,,,,,
Let the Great World Spin,McCann Colum,Colum Spin,Spin Towers,these McCann Colum,a Colum Spin,the Spin Towers,disbelief,walker,hindsight,,,,,,
"The Eternity Code (Artemis Fowl, #3)",Butler Artemis,Artemis Mafia,Mafia Fowl,no Butler Artemis,a Artemis Mafia,the Mafia Fowl,supercomputer,mastermind,businessman,Butler,Artemis,Mafia,,,
Tell No One,Beck Elizabeth,Elizabeth David,David Beck,every Beck Elizabeth,no Elizabeth David,The David Beck,every Beck,no Elizabeth,The David,moonlight,screams,closure,,,
The Tommyknockers,Bobbi Record,Record Haven,Haven Maine,All Bobbi Record,any Record Haven,every Haven Maine,Bobbi,Record,Haven,herein,millennia,takeover,,,
"Hex Hall (Hex Hall, #1)",Prodigium Hex,Hex Mercer,Mercer Sophie,all Prodigium Hex,an Hex Mercer,a Mercer Sophie,Prodigium,Hex,Mercer,,,,,,
Cryptonomicon,Detachment Turing,Turing Shaftoe,Shaftoe Southeast,All Detachment Turing,some Turing Shaftoe,an Shaftoe Southeast,Detachment,Turing,Shaftoe,convoy,offshore,encryption,,,
"Beautiful Bastard (Beautiful Bastard, #1)",MBA Bastard,Bastard Mills,Mills Chloe,All MBA Bastard,An Bastard Mills,another Mills Chloe,them?îif,garnering,workplace,MBA,Bastard,Mills,,,
Prodigal Summer,Prodigal Landowski,Landowski Kingsolver,Kingsolver Wolfe,these Prodigal Landowski,another Landowski Kingsolver,a Kingsolver Wolfe,humid,wildlife,attachment,Prodigal,Landowski,Kingsolver,,,
We Were the Mulvaneys,Mulvaneys Ephraim,Ephraim Mt,Mt Point,Each Mulvaneys Ephraim,some Ephraim Mt,this Mt Point,violation,charisma,span,,,,,,
"Beautiful Darkness (Caster Chronicles, #2)",Gatlin Duchannes,Duchannes Wate,Wate Lena,no Gatlin Duchannes,all Duchannes Wate,a Wate Lena,Gatlin,Duchannes,Wate,,,,,,
Vanishing Acts,Delia Hopkins,Hopkins Hampshire,Hampshire Andrew,those Delia Hopkins,a Hopkins Hampshire,the Hampshire Andrew,bloodhound,fiance,policeman,Delia,Hopkins,Hampshire,,,
Absolute Power,Staff Service,Service Graham,Graham Virginia,A Staff Service,the Service Graham,a Graham Virginia,A Staff,the Service,a Graham,prosecutor,defender,spider,,,
"Hot Six (Stephanie Plum, #6)",Six,Hot,Ranger,Six Hot,Hot Ranger,Ranger Plum,this Six Hot,a Hot Ranger,the Ranger Plum,this Six,a Hot,the Ranger,multiply,policeman,bail
The Time Keeper,Time Father,Father God,God Time,both Time Father,all Father God,this God Time,Time,Father,God,hourglass,inventor,cave,,,
"A Dirty Job (Grim Reaper, #1)",Asher Charlie,Charlie Asher,a Asher Charlie,the Charlie Asher,Asher,Charlie,Somebody,normalcy,hey,,,,,,
"The Amulet of Samarkand (Bartimaeus, #1)",Lovelace Underwood,Underwood Internal,Internal Amulet,the Lovelace Underwood,a Underwood Internal,an Internal Amulet,condescending,subservient,djinni,Lovelace,Underwood,Internal,,,
I Am America (And So Can You!),Colbert Sports,Sports Report,Report Religion,this Colbert Sports,The Sports Report,all Report Religion,recorder,fraud,opinion,,,,,,
The One Minute Manager,Manager Minute,Minute Fortune,Fortune One,These Manager Minute,these Minute Fortune,The Fortune One,These Manager By Minute,these Minute For Fortune,The Fortune through One,concise,audio,management,,,
Exodus,Exodus Uris,Uris Leon,Leon Exodus,an Exodus Uris,the Uris Leon,a Leon Exodus,publishing,fighter,fury,,,,,,
Stones from the River,Hegi Palm,Palm Trudi,Trudi Georg,all Hegi Palm,a Palm Trudi,the Trudi Georg,tapestry,madness,timeless,,,,,,
"The Big Sleep (Philip Marlowe, #1)",sober Chandler,Chandler Simple,Simple Sleep,neither sober Chandler,This Chandler Simple,these Simple Sleep,neither sober,This Chandler,these Simple,streetwise,articulate,paragraph,,,
Cannery Row,Row Monterey,Monterey Mack,These Cannery Row,those Row Monterey,the Monterey Mack,vacant,shack,district,,,,,,,
Seriously... I'm Kidding,Degeneres Emmys,Emmys Idol,Idol Ellen,no Degeneres Emmys,the Emmys Idol,a Idol Ellen,daytime,candor,date,,,,,,
"The Miserable Mill (A Series of Unfortunate Events, #4)",Paltryville Miserable,Miserable Klaus,Klaus Reader,these Paltryville Miserable,another Miserable Klaus,every Klaus Reader,casserole,lumber,mill,Paltryville,Miserable,Klaus,,,
The Snow Child,Childless loneliness and despair,loneliness and despair Faina,Faina Mabel,This Childless loneliness and despair,this loneliness and despair Faina,all Faina Mabel,Childless,loneliness and despair,Faina,levity,snowfall,fox,,,
"Wait for You (Wait for You, #1)",God?îmake Morgansten,Morgansten Cam,Cam Avery,Some God?îmake Morgansten,All Morgansten Cam,any Cam Avery,God?îmake,Morgansten,Cam,,,,,,
"The Last Straw (Diary of a Wimpy Kid, #3)",Heffley Greg,Greg Frank,Frank ??that Heffley Greg,that Greg Frank,Somebody,academy,dad,Heffley,Greg,Frank,,,,,
The Divine Comedy,Portinari,Alighieri,Vita,Portinari Alighieri,Alighieri Vita,Vita Purgatory,The Portinari Alighieri,a Alighieri Vita,the Vita Purgatory,The Portinari by Alighieri,a Alighieri with Vita,the Vita into Purgatory,ascent,enlightenment,allegory
The Tao of Pooh,Taoism Hoff,Hoff Taoist,Taoist Wisdom,this Taoism Hoff,The Hoff Taoist,a Taoist Wisdom,this Taoism Through Hoff,The Hoff while Taoist,a Taoist through Wisdom,aplomb,bowl,honey,,,
"Onyx (Lux, #2)",CHANGES DOD,DOD COME,COME TOWN,NO CHANGES DOD,these DOD COME,all COME TOWN,CHANGES,DOD,COME,,,,,,
"Unravel Me (Shatter Me, #2)",Shatter Tahereh,Tahereh Mafi,Mafi Aveyard,these Shatter Tahereh,any Tahereh Mafi,A Mafi Aveyard,Shatter,Tahereh,Mafi,,,,,,
The Birth of Venus,Alessandra Savonarola,Savonarola Medici,Medici Florentine,A Alessandra Savonarola,this Savonarola Medici,a Medici Florentine,chapel,suppression,hellfire,Alessandra,Savonarola,Medici,,,
"The Opal Deception  (Artemis Fowl, #4)",Koboi LEPrecon,LEPrecon Artemis,Artemis Opal,those Koboi LEPrecon,this LEPrecon Artemis,an Artemis Opal,pixie,coma,fairy,Koboi,LEPrecon,Artemis,,,
"The Girl in the Spider's Web (Millennium, #4)",Hornet Millennium,Millennium Tattoo,Tattoo Nest,both Hornet Millennium,The Millennium Tattoo,all Tattoo Nest,both Hornet,The Millennium,all Tattoo,scoop,hacker,misfit,,,
The Girls,Suzanne Evie,Evie Boyd,Boyd Northern,a Suzanne Evie,the Evie Boyd,that Boyd Northern,aura,ranch,thrall,,,,,,
"The Goose Girl (The Books of Bayern, #1)",Kildenree Hale,Hale Crown,Crown Shannon,those Kildenree Hale,an Hale Crown,a Crown Shannon,Kildenree,Hale,Crown,,,,,,
Mystic River,√•r Devine,Devine Boyle,Boyle En,DT √•r Devine,DT Devine Boyle,DT Boyle En,DT √•r,DT Devine,DT Boyle,venner,tre,han,,,
"Warm Bodies (Warm Bodies, #1)",R Julie,Julie R,no R Julie,a Julie R,grey,pulse,colour,Julie,,,,,,,
The Prince and the Pauper,Wales Tom,Tom Prince,Prince Edward,both Wales Tom,This Tom Prince,The Prince Edward,beggar,briefly,dread,Wales,Tom,Prince,,,
The Moon is a Harsh Mistress,Mike Moon,Moon Earth,Earth Mike,every Mike Moon,a Moon Earth,an Earth Mike,Mike,Moon,Earth,technician,agitator,supercomputer,,,
The Forty Rules of Love,Shams,Rubenstein,Elif,Shams Rubenstein,Rubenstein Elif,Elif Rumi,each Shams Rubenstein,every Rubenstein Elif,all Elif Rumi,each Shams As Rubenstein,every Rubenstein into Elif,all Elif In Rumi,cleric,unity,mystic
"High Five (Stephanie Plum, #5)",Benito,Briggs,Cousin,Benito Briggs,Briggs Cousin,Cousin Fred,The Benito Briggs,the Briggs Cousin,a Cousin Fred,The Benito,the Briggs,a Cousin,Scripture,sleepless,bail
Joyland,Devin,Jones,Joyland Devin,Devin Jones,Jones Carolina,both Joyland Devin,a Devin Jones,the Jones Carolina,both Joyland,a Devin,the Jones,carny,amusement,park,
"Attack on Titan, Vol. 1 (Attack on Titan, #1)",Battle Desperate,Desperate Little,Little Battle,an Battle Desperate,The Desperate Little,the Little Battle,Battle,Desperate,Little,,,,,,
Tender Is the Night,Nicole Tender,Tender Hoyt,Hoyt Riviera,both Nicole Tender,the Tender Hoyt,a Hoyt Riviera,concept,psychiatrist,demise,Nicole,Tender,Hoyt,,,
Cold Sassy Tree,Tweedy Sassy,Sassy Simpson,Simpson Burns,a Tweedy Sassy,The Sassy Simpson,the Simpson Burns,loony,bygone,proprietor,Tweedy,Sassy,Simpson,,,
The Glass Menagerie,Menagerie Joanne,Joanne Woodward,Woodward Directions,No Menagerie Joanne,This Joanne Woodward,The Woodward Directions,bravura,premiere,theatre,Menagerie,Joanne,Woodward,,,
My Brilliant Friend (The Neapolitan Novels #1),Ferrante Naples,Naples Lila,Lila Elena,these Ferrante Naples,each Naples Lila,The Lila Elena,converge,neighborhood,nation,Ferrante,Naples,Lila,,,
The 4-Hour Workweek,this Ferriss Panama,an Panama Remote,the Remote CEOs,this Ferriss per Panama,an Panama Whether Remote,the Remote beyond CEOs,tango,lecturer,income,,,,,,
Rules of Civility,Katey Nast?îrarefied,Nast?îrarefied Tinker,Tinker Greenwich,This Katey Nast?îrarefied,an Nast?îrarefied Tinker,a Tinker Greenwich,boardinghouse,poise,bracing,,,,,,
"Ringworld (Ringworld, #1)",Ringworld Ringworld,a Ringworld Ringworld,Ringworld,radius,artefact,edifice,,,,,,,,,
Between Shades of Gray,Lina Siberia,Siberia Stalin,Stalin Shades,these Lina Siberia,any Siberia Stalin,a Stalin Shades,cruelest,coldest,camp,Lina,Siberia,Stalin,,,
Frindle,Clements Allen,Allen Nick,Nick Andrew,some Clements Allen,an Allen Nick,this Nick Andrew,frindle,uproar,troublemaker,Clements,Allen,Nick,,,
"Dog Days (Diary of a Wimpy Kid, #4)",Whose Heffley,Heffley Greg,Greg Whose,no Whose Heffley,an Heffley Greg,a Greg Whose,weather,addition,vacation,Whose,Heffley,Greg,,,
The Round House,Doves Beet,Beet Round,Round Ojibwe,The Doves Beet,a Beet Round,an Round Ojibwe,The Doves,a Beet,an Round,reservation,chronicler,cusp,,,
"A Wind in the Door (A Wrinkle in Time Quintet, #2)",Proginoskes Murry,Murry Wallace,Wallace Meg,Every Proginoskes Murry,another Murry Wallace,The Wallace Meg,rhythm,flame,harmony,Proginoskes,Murry,Wallace,,,
A Little Life,Willem Jude,Jude Malcolm,Malcolm Massachusetts,each Willem Jude,an Jude Malcolm,a Malcolm Massachusetts,midlife,withdrawn,gravity,,,,,,
"The Alloy of Law (Mistborn, #4)",Feruchemy Roughs,Roughs Elendel,Elendel Allomancy,the Feruchemy Roughs,this Roughs Elendel,a Elendel Allomancy,Feruchemy,Roughs,Elendel,history?îor,incumbent,lighting,,,
"Dead Reckoning (Sookie Stackhouse, #11)",Merlotte,Pam,Northman,Merlotte Pam,Pam Northman,Northman Sookie,An Merlotte Pam,this Pam Northman,the Northman Sookie,An Merlotte,this Pam,the Northman,firebombing,knack,area
The Accidental Tourist,Macon Leary,Leary ????Macon,both Macon Leary,an Leary ??a ??Macon,trainer,engagement,loneliness,Macon,Leary,,,,,,
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Ari Aristotle,Aristotle Dante,Dante Benjamin,A Ari Aristotle,an Aristotle Dante,this Dante Benjamin,pool,spending,teen,Ari,Aristotle,Dante,,,
The Invisible Man,Griffin Griffin,This Griffin Griffin,Griffin,serum,descent,scientist,,,,,,,,,
Hard-Boiled Wonderland and the End of the World,Whiskey Turkey,Turkey Haruki,Haruki Murakami,A Whiskey Turkey,all Turkey Haruki,the Haruki Murakami,Whiskey,Turkey,Haruki,manifesto,detachment,slang,,,
By the River Piedra I Sat Down and Wept,Pilar,Pyrenees,Paulo,Pilar Pyrenees,Pyrenees Paulo,Paulo Coelho,some Pilar Pyrenees,a Pyrenees Paulo,The Paulo Coelho,some Pilar From Pyrenees,a Pyrenees after Paulo,The Paulo while Coelho,resurface,resentment,blame
The Swiss Family Robinson  ,Townsend Switzerland,Switzerland Library,Library Townsend,This Townsend Switzerland,The Switzerland Library,an Library Townsend,cleverness,afterword,shipwreck,Townsend,Switzerland,Library,,,
Four Past Midnight ,Past Midnight,Midnight Past,an Past Midnight,The Midnight Past,Past,Midnight,ribs,blade,midnight,,,,,,
"The Marriage Bargain (Marriage to a Billionaire, #1)",Avoid McKenzie,McKenzie Alexa,Alexa Maria,A Avoid McKenzie,all McKenzie Alexa,The Alexa Maria,entanglement,corporation,arrangement,Avoid,McKenzie,Alexa,,,
"Anne of Avonlea (Anne of Green Gables, #2)",Rs Avonlea,Avonlea Gables,Gables Blythe,the Rs Avonlea,a Avonlea Gables,the Gables Blythe,peppery,behaviour,womanhood,Avonlea,Gables,,,,
The Little Engine That Could,The,the,hill,train,passing,,,,,,,,,,
We Are All Completely Beside Ourselves,Cooke Meet,Meet Cooke,Both Cooke Meet,any Meet Cooke,Both Cooke unlike Meet,any Meet As Cooke,forgetting,shell,silence,,,,,,
"Children of the Mind (Ender's Saga, #4)",Xenocide Orson,Orson Mind,Mind Card,these Xenocide Orson,This Orson Mind,the Mind Card,Xenocide,Orson,Mind,colonization,concentration,computer,,,
Ulysses,Dedalus Odyssey,Odyssey Buck,Buck Leopold,A Dedalus Odyssey,this Odyssey Buck,a Buck Leopold,vulgarity,wordplay,lyricism,,,,,,
Someone Like You,Halley Scarlett,Scarlett Halley,a Halley Scarlett,the Scarlett Halley,Halley,Scarlett,,,,,,,,,
Moloka'i,Moloka Hawai,Hawai Hawaiian,Hawaiian Rachel,those Moloka Hawai,This Hawai Hawaiian,a Hawaiian Rachel,seaman,Taken,merchant,,,,,,
"The Witching Hour (Lives of the Mayfair Witches, #1)",XIV Mayfair,Mayfair Curry,Curry Rowan,An XIV Mayfair,each Mayfair Curry,these Curry Rowan,XIV,Mayfair,Curry,ch√¢teau,foothold,sagas,,,
"This Present Darkness (Darkness, #1)",Present Darkness,Darkness Age,Age New,The Present Darkness,this Darkness Age,the Age New,Present,Darkness,Age,necessity,pastor,prayer,,,
Fates and Furies,Mathilde Lauren,Lauren Mathilde,Every Mathilde Lauren,A Lauren Mathilde,envy,greatness,thrill,Mathilde,Lauren,,,,,,
Summer Sisters,Vix Somers,Somers Vineyard,Vineyard Caitlin,these Vix Somers,all Somers Vineyard,the Vineyard Caitlin,sprawling,privilege,maid,Vix,Somers,Vineyard,,,
Stuart Little,Snowbell Stuart,Stuart Born,Born White,no Snowbell Stuart,A Stuart Born,a Born White,Snowbell,Stuart,Born,aplenty,mouse,bird,,,
"The Foundation Trilogy (Foundation, #1-3)",FOUNDATION STRUGGLE,STRUGGLE FICTION,FICTION EMPIRE,A FOUNDATION STRUGGLE,the STRUGGLE FICTION,a FICTION EMPIRE,FOUNDATION,STRUGGLE,FICTION,barbarism,mutant,Plan,,,
"The Austere Academy (A Series of Unfortunate Events, #5)",Baudelaires Klaus,Klaus Lemony,Lemony Sunny,these Baudelaires Klaus,another Klaus Lemony,some Lemony Sunny,fungus,exams,violin,Baudelaires,Klaus,Lemony,,,
"Seven Up (Stephanie Plum, #7)",DeChooch,ACE,Stephanie,DeChooch ACE,ACE Stephanie,Stephanie Editions,some DeChooch ACE,this ACE Stephanie,a Stephanie Editions,some DeChooch,this ACE,a Stephanie,jumper,paramour,
"The Awakening (Darkest Powers, #2)",Edison Group,Group Trust,Trust Edison,A Edison Group,a Group Trust,that Trust Edison,Edison,Group,Trust,,,,,,
"Death Masks (The Dresden Files, #5)",Shroud,Professional,Turin,Shroud Professional,Professional Turin,Turin Vampires,No Shroud Professional,A Professional Turin,The Turin Vampires,No Shroud,A Professional,The Turin,headless,duel,champion
Stellaluna,This,the,bat,tender,list,,,,,,,,,,
Before They Are Hanged (The First Law #2),Ladisla Bayaz,Bayaz Bitter,Bitter Glokta,each Ladisla Bayaz,no Bayaz Bitter,a Bitter Glokta,torturer,predecessor,trace,Ladisla,Bayaz,Bitter,,,
Loving Frank,Mamah Horan,Horan Cheney,Cheney Edwin,each Mamah Horan,this Horan Cheney,a Cheney Edwin,footnote,float,architect,Mamah,Horan,Cheney,,,
"Hard Eight (Stephanie Plum, #8)",Abruzzi,Bender,Evelyn,Abruzzi Bender,Bender Evelyn,Evelyn Bonds,The Abruzzi Bender,a Bender Evelyn,an Evelyn Bonds,The Abruzzi,a Bender,an Evelyn,posse,helmet,auto
"The Vile Village (A Series of Unfortunate Events, #7)",Deluxe Klaus,Klaus Lemony,Lemony Baudelaire,some Deluxe Klaus,each Klaus Lemony,these Lemony Baudelaire,solemn,headline,arrest,Deluxe,Klaus,Lemony,,,
Cosmos,Cosmos Sagan,Sagan Cosmos,no Cosmos Sagan,the Sagan Cosmos,no Cosmos life?îthat Sagan,the Sagan throughout Cosmos,antiquity,magnitude,method,,,,,,
Haunted,Retreat Retreat,all Retreat Retreat,Retreat,supply,plight,,,,,,,,,,
The Shell Seekers,Cornwall Shell,Shell Penelope,Penelope Artist,an Cornwall Shell,The Shell Penelope,a Penelope Artist,wartime,possession,fortune,Cornwall,Shell,Penelope,,,
What Is the What,Sudan Heartbreaking,Heartbreaking Genius,Genius Work,an Sudan Heartbreaking,the Heartbreaking Genius,a Genius Work,heartache,foot,promise,,,,,,
Chronicle of a Death Foretold,Nasar Santiago,Santiago Angela,Angela Roman,no Nasar Santiago,A Santiago Angela,an Angela Roman,no Nasar,A Santiago,an Angela,intervene,disgrace,baffling,,,
"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Bohemia Holmes,Holmes King,King Bohemia,the Bohemia Holmes,a Holmes King,the King Bohemia,the Bohemia,a Holmes,the King,evidence,birth,king,,,
The Lowland,Lowland Udayan,Udayan Naxalite,Naxalite Calcutta,those Lowland Udayan,every Udayan Naxalite,all Naxalite Calcutta,canvas,dusk,portrayal,,,,,,
"The Ruins of Gorlan (Ranger's Apprentice, #1)",Morgarath Highly,Highly Mountains,Mountains Rain,This Morgarath Highly,The Highly Mountains,the Mountains Rain,Morgarath,Highly,Mountains,surveillance,brewing,practice,,,
Wintergirls,Lia Tell,Tell Cassie,Cassie Dead,the Lia Tell,a Tell Cassie,the Cassie Dead,porcelain,zero,toilet,Lia,Tell,Cassie,,,
The Brethren,Trumble Brethren,Brethren Wall,Wall Mississippi,each Trumble Brethren,a Brethren Wall,The Wall Mississippi,each Trumble,a Brethren,The Wall,scam,license,tax,,,
"Assassin's Quest (Farseer Trilogy, #3)",Regal Fitz?îor,Fitz?îor ?îKirkus,?îKirkus ?îGeorge,An Regal Fitz?îor,any Fitz?îor ?îKirkus,The ?îKirkus ?îGeorge,Regal,Fitz?îor,?îKirkus,,,,,,
Rosemary's Baby,Woodhouse Guy,Guy City,City York,an Woodhouse Guy,a Guy City,the City York,an Woodhouse,a Guy,the City,unaware,horrifying,interest,,,
"The Talisman (The Talisman, #1)",Alhambra Sawyer,Sawyer Atlantic,Atlantic Jack,another Alhambra Sawyer,The Sawyer Atlantic,an Atlantic Jack,Alhambra,Sawyer,Atlantic,amusement,autumn,prize,,,
"The Path of Daggers (Wheel of Time, #8)",Illian Aiel,Aiel Perrin,Perrin Egwene,an Illian Aiel,the Aiel Perrin,The Perrin Egwene,Illian,Aiel,Perrin,possession,rebel,invasion,,,
